Date,Open,High,Low,Close,Adjusted_close,Volume
1980-03-19,491,491,491,491,491,0
1980-03-20,492.2,492.2,492.2,492.2,492.2,0
1980-03-21,487.6,487.6,487.6,487.6,487.6,0
1980-03-24,485.8,485.8,485.8,485.8,485.8,0
1980-03-25,479.3,479.3,479.3,479.3,479.3,0
1980-03-26,481,481,481,481,481,0
1980-03-27,476.6,476.6,476.6,476.6,476.6,0
1980-03-28,473.9,473.9,473.9,473.9,473.9,0
1980-03-31,475.2,475.2,475.2,475.2,475.2,0
1980-04-01,478.1,478.1,478.1,478.1,478.1,0
1980-04-02,482.4,482.4,482.4,482.4,482.4,0
1980-04-03,484.3,484.3,484.3,484.3,484.3,0
1980-04-08,482.7,482.7,482.7,482.7,482.7,0
1980-04-09,480.3,480.3,480.3,480.3,480.3,0
1980-04-10,485.2,485.2,485.2,485.2,485.2,0
1980-04-11,488.6,488.6,488.6,488.6,488.6,0
1980-04-14,487.5,487.5,487.5,487.5,487.5,0
1980-04-15,485.2,485.2,485.2,485.2,485.2,0
1980-04-16,489.9,489.9,489.9,489.9,489.9,0
1980-04-17,499.1,499.1,499.1,499.1,499.1,0
1980-04-18,498.8,498.8,498.8,498.8,498.8,0
1980-04-21,501.8,501.8,501.8,501.8,501.8,0
1980-04-22,497.6,497.6,497.6,497.6,497.6,0
1980-04-23,500.6,500.6,500.6,500.6,500.6,0
1980-04-24,501.4,501.4,501.4,501.4,501.4,0
1980-04-25,497,497,497,497,497,0
1980-04-28,498.8,498.8,498.8,498.8,498.8,0
1980-04-29,495.6,495.6,495.6,495.6,495.6,0
1980-04-30,496.1,496.1,496.1,496.1,496.1,0
1980-05-02,492.2,492.2,492.2,492.2,492.2,0
1980-05-05,489.2,489.2,489.2,489.2,489.2,0
1980-05-06,491.8,491.8,491.8,491.8,491.8,0
1980-05-07,492.9,492.9,492.9,492.9,492.9,0
1980-05-08,497.8,497.8,497.8,497.8,497.8,0
1980-05-09,502.2,502.2,502.2,502.2,502.2,0
1980-05-12,503.2,503.2,503.2,503.2,503.2,0
1980-05-13,503.4,503.4,503.4,503.4,503.4,0
1980-05-14,501.4,501.4,501.4,501.4,501.4,0
1980-05-16,502.6,502.6,502.6,502.6,502.6,0
1980-05-19,502.2,502.2,502.2,502.2,502.2,0
1980-05-20,499.5,499.5,499.5,499.5,499.5,0
1980-05-21,497,497,497,497,497,0
1980-05-22,499.2,499.2,499.2,499.2,499.2,0
1980-05-23,497.6,497.6,497.6,497.6,497.6,0
1980-05-27,498.8,498.8,498.8,498.8,498.8,0
1980-05-28,503.5,503.5,503.5,503.5,503.5,0
1980-05-29,504.6,504.6,504.6,504.6,504.6,0
1980-05-30,501.5,501.5,501.5,501.5,501.5,0
1980-06-02,497.8,497.8,497.8,497.8,497.8,0
1980-06-03,496.5,496.5,496.5,496.5,496.5,0
1980-06-04,499.3,499.3,499.3,499.3,499.3,0
1980-06-06,500.5,500.5,500.5,500.5,500.5,0
1980-06-09,502,502,502,502,502,0
1980-06-10,499.7,499.7,499.7,499.7,499.7,0
1980-06-11,500,500,500,500,500,0
1980-06-12,503.4,503.4,503.4,503.4,503.4,0
1980-06-13,510.4,510.4,510.4,510.4,510.4,0
1980-06-16,515.2,515.2,515.2,515.2,515.2,0
1980-06-18,511.8,511.8,511.8,511.8,511.8,0
1980-06-19,516.3,516.3,516.3,516.3,516.3,0
1980-06-20,515.8,515.8,515.8,515.8,515.8,0
1980-06-23,521.5,521.5,521.5,521.5,521.5,0
1980-06-24,524.4,524.4,524.4,524.4,524.4,0
1980-06-25,521.6,521.6,521.6,521.6,521.6,0
1980-06-26,518,518,518,518,518,0
1980-06-27,516.5,516.5,516.5,516.5,516.5,0
1980-06-30,515.5,515.5,515.5,515.5,515.5,0
1980-07-01,521.4,521.4,521.4,521.4,521.4,0
1980-07-02,527.3,527.3,527.3,527.3,527.3,0
1980-07-03,530.2,530.2,530.2,530.2,530.2,0
1980-07-04,529.7,529.7,529.7,529.7,529.7,0
1980-07-07,527.5,527.5,527.5,527.5,527.5,0
1980-07-08,525.4,525.4,525.4,525.4,525.4,0
1980-07-09,518.7,518.7,518.7,518.7,518.7,0
1980-07-10,520.3,520.3,520.3,520.3,520.3,0
1980-07-11,516.7,516.7,516.7,516.7,516.7,0
1980-07-14,513.2,513.2,513.2,513.2,513.2,0
1980-07-15,517.5,517.5,517.5,517.5,517.5,0
1980-07-16,523.5,523.5,523.5,523.5,523.5,0
1980-07-17,529.1,529.1,529.1,529.1,529.1,0
1980-07-18,528.5,528.5,528.5,528.5,528.5,0
1980-07-21,528.2,528.2,528.2,528.2,528.2,0
1980-07-22,530.3,530.3,530.3,530.3,530.3,0
1980-07-23,527.7,527.7,527.7,527.7,527.7,0
1980-07-24,528.5,528.5,528.5,528.5,528.5,0
1980-07-25,524.5,524.5,524.5,524.5,524.5,0
1980-07-28,524.6,524.6,524.6,524.6,524.6,0
1980-07-29,519.7,519.7,519.7,519.7,519.7,0
1980-07-30,523.6,523.6,523.6,523.6,523.6,0
1980-07-31,524.7,524.7,524.7,524.7,524.7,0
1980-08-01,525.2,525.2,525.2,525.2,525.2,0
1980-08-04,524.6,524.6,524.6,524.6,524.6,0
1980-08-05,525.8,525.8,525.8,525.8,525.8,0
1980-08-06,524.3,524.3,524.3,524.3,524.3,0
1980-08-07,527.2,527.2,527.2,527.2,527.2,0
1980-08-08,530.4,530.4,530.4,530.4,530.4,0
1980-08-11,531.6,531.6,531.6,531.6,531.6,0
1980-08-12,529.7,529.7,529.7,529.7,529.7,0
1980-08-13,527.2,527.2,527.2,527.2,527.2,0
1980-08-14,524.9,524.9,524.9,524.9,524.9,0
1980-08-15,524.8,524.8,524.8,524.8,524.8,0
1980-08-18,521.8,521.8,521.8,521.8,521.8,0
1980-08-19,519.2,519.2,519.2,519.2,519.2,0
1980-08-20,517.7,517.7,517.7,517.7,517.7,0
1980-08-21,522.5,522.5,522.5,522.5,522.5,0
1980-08-22,520.5,520.5,520.5,520.5,520.5,0
1980-08-25,515.6,515.6,515.6,515.6,515.6,0
1980-08-26,517.6,517.6,517.6,517.6,517.6,0
1980-08-27,518.5,518.5,518.5,518.5,518.5,0
1980-08-28,515.2,515.2,515.2,515.2,515.2,0
1980-08-29,511.5,511.5,511.5,511.5,511.5,0
1980-09-01,511.7,511.7,511.7,511.7,511.7,0
1980-09-02,511.3,511.3,511.3,511.3,511.3,0
1980-09-03,513.3,513.3,513.3,513.3,513.3,0
1980-09-04,519.7,519.7,519.7,519.7,519.7,0
1980-09-05,519.5,519.5,519.5,519.5,519.5,0
1980-09-08,515.6,515.6,515.6,515.6,515.6,0
1980-09-09,512,512,512,512,512,0
1980-09-10,509.4,509.4,509.4,509.4,509.4,0
1980-09-11,506.8,506.8,506.8,506.8,506.8,0
1980-09-12,508.5,508.5,508.5,508.5,508.5,0
1980-09-15,505.7,505.7,505.7,505.7,505.7,0
1980-09-16,507.6,507.6,507.6,507.6,507.6,0
1980-09-17,510.8,510.8,510.8,510.8,510.8,0
1980-09-18,512.7,512.7,512.7,512.7,512.7,0
1980-09-19,519.8,519.8,519.8,519.8,519.8,0
1980-09-22,517.3,517.3,517.3,517.3,517.3,0
1980-09-23,514.9,514.9,514.9,514.9,514.9,0
1980-09-24,514.7,514.7,514.7,514.7,514.7,0
1980-09-25,514.4,514.4,514.4,514.4,514.4,0
1980-09-26,511.4,511.4,511.4,511.4,511.4,0
1980-09-29,509.4,509.4,509.4,509.4,509.4,0
1980-09-30,508.8,508.8,508.8,508.8,508.8,0
1980-10-01,512.6,512.6,512.6,512.6,512.6,0
1980-10-02,513.9,513.9,513.9,513.9,513.9,0
1980-10-03,514.5,514.5,514.5,514.5,514.5,0
1980-10-06,520.7,520.7,520.7,520.7,520.7,0
1980-10-07,522.9,522.9,522.9,522.9,522.9,0
1980-10-08,518.8,518.8,518.8,518.8,518.8,0
1980-10-09,520,520,520,520,520,0
1980-10-10,521.6,521.6,521.6,521.6,521.6,0
1980-10-13,522.8,522.8,522.8,522.8,522.8,0
1980-10-14,521.5,521.5,521.5,521.5,521.5,0
1980-10-15,519.3,519.3,519.3,519.3,519.3,0
1980-10-16,520.9,520.9,520.9,520.9,520.9,0
1980-10-17,516,516,516,516,516,0
1980-10-20,510.2,510.2,510.2,510.2,510.2,0
1980-10-21,512.1,512.1,512.1,512.1,512.1,0
1980-10-22,507.7,507.7,507.7,507.7,507.7,0
1980-10-23,502.8,502.8,502.8,502.8,502.8,0
1980-10-24,500.4,500.4,500.4,500.4,500.4,0
1980-10-27,501.1,501.1,501.1,501.1,501.1,0
1980-10-28,497.2,497.2,497.2,497.2,497.2,0
1980-10-29,495.7,495.7,495.7,495.7,495.7,0
1980-10-30,494.3,494.3,494.3,494.3,494.3,0
1980-10-31,489.8,489.8,489.8,489.8,489.8,0
1980-11-03,495.1,495.1,495.1,495.1,495.1,0
1980-11-04,496.7,496.7,496.7,496.7,496.7,0
1980-11-05,494.5,494.5,494.5,494.5,494.5,0
1980-11-06,484,484,484,484,484,0
1980-11-07,476.3,476.3,476.3,476.3,476.3,0
1980-11-10,475.8,475.8,475.8,475.8,475.8,0
1980-11-11,488.4,488.4,488.4,488.4,488.4,0
1980-11-12,488.9,488.9,488.9,488.9,488.9,0
1980-11-13,490.2,490.2,490.2,490.2,490.2,0
1980-11-14,486.7,486.7,486.7,486.7,486.7,0
1980-11-17,486.3,486.3,486.3,486.3,486.3,0
1980-11-18,488.5,488.5,488.5,488.5,488.5,0
1980-11-20,492.5,492.5,492.5,492.5,492.5,0
1980-11-21,495.1,495.1,495.1,495.1,495.1,0
1980-11-24,492.3,492.3,492.3,492.3,492.3,0
1980-11-25,493.9,493.9,493.9,493.9,493.9,0
1980-11-26,494.9,494.9,494.9,494.9,494.9,0
1980-11-27,497.3,497.3,497.3,497.3,497.3,0
1980-11-28,495.3,495.3,495.3,495.3,495.3,0
1980-12-01,497.2,497.2,497.2,497.2,497.2,0
1980-12-02,496.7,496.7,496.7,496.7,496.7,0
1980-12-03,502.6,502.6,502.6,502.6,502.6,0
1980-12-04,497.6,497.6,497.6,497.6,497.6,0
1980-12-05,494.5,494.5,494.5,494.5,494.5,0
1980-12-08,492.9,492.9,492.9,492.9,492.9,0
1980-12-09,487.8,487.8,487.8,487.8,487.8,0
1980-12-10,486.6,486.6,486.6,486.6,486.6,0
1980-12-11,481.5,481.5,481.5,481.5,481.5,0
1980-12-12,484.1,484.1,484.1,484.1,484.1,0
1980-12-15,485.1,485.1,485.1,485.1,485.1,0
1980-12-16,479.7,479.7,479.7,479.7,479.7,0
1980-12-17,479.2,479.2,479.2,479.2,479.2,0
1980-12-18,479,479,479,479,479,0
1980-12-19,476.8,476.8,476.8,476.8,476.8,0
1980-12-22,478.2,478.2,478.2,478.2,478.2,0
1980-12-23,481.2,481.2,481.2,481.2,481.2,0
1980-12-29,480.8,480.8,480.8,480.8,480.8,0
1980-12-30,480.9,480.9,480.9,480.9,480.9,0
1981-01-02,490,490,490,490,490,0
1981-01-05,493,493,493,493,493,0
1981-01-06,495,495,495,495,495,0
1981-01-07,489.9,489.9,489.9,489.9,489.9,0
1981-01-08,489.3,489.3,489.3,489.3,489.3,0
1981-01-09,488.3,488.3,488.3,488.3,488.3,0
1981-01-12,487.3,487.3,487.3,487.3,487.3,0
1981-01-13,489.3,489.3,489.3,489.3,489.3,0
1981-01-14,488.8,488.8,488.8,488.8,488.8,0
1981-01-15,487.4,487.4,487.4,487.4,487.4,0
1981-01-16,483.9,483.9,483.9,483.9,483.9,0
1981-01-19,483.2,483.2,483.2,483.2,483.2,0
1981-01-20,481.5,481.5,481.5,481.5,481.5,0
1981-01-21,482.2,482.2,482.2,482.2,482.2,0
1981-01-22,481.7,481.7,481.7,481.7,481.7,0
1981-01-23,479.8,479.8,479.8,479.8,479.8,0
1981-01-26,475.1,475.1,475.1,475.1,475.1,0
1981-01-27,470.2,470.2,470.2,470.2,470.2,0
1981-01-28,469.3,469.3,469.3,469.3,469.3,0
1981-01-29,471.5,471.5,471.5,471.5,471.5,0
1981-01-30,468.4,468.4,468.4,468.4,468.4,0
1981-02-02,471.4,471.4,471.4,471.4,471.4,0
1981-02-03,469.4,469.4,469.4,469.4,469.4,0
1981-02-04,473.8,473.8,473.8,473.8,473.8,0
1981-02-05,476.2,476.2,476.2,476.2,476.2,0
1981-02-06,471.7,471.7,471.7,471.7,471.7,0
1981-02-09,468.3,468.3,468.3,468.3,468.3,0
1981-02-10,470.2,470.2,470.2,470.2,470.2,0
1981-02-11,473.9,473.9,473.9,473.9,473.9,0
1981-02-12,474.4,474.4,474.4,474.4,474.4,0
1981-02-13,472.2,472.2,472.2,472.2,472.2,0
1981-02-16,469.8,469.8,469.8,469.8,469.8,0
1981-02-17,470.4,470.4,470.4,470.4,470.4,0
1981-02-18,476.5,476.5,476.5,476.5,476.5,0
1981-02-19,480.7,480.7,480.7,480.7,480.7,0
1981-02-20,480.1,480.1,480.1,480.1,480.1,0
1981-02-23,480.9,480.9,480.9,480.9,480.9,0
1981-02-24,477.5,477.5,477.5,477.5,477.5,0
1981-02-25,476.5,476.5,476.5,476.5,476.5,0
1981-02-26,475,475,475,475,475,0
1981-02-27,473.3,473.3,473.3,473.3,473.3,0
1981-03-02,473.7,473.7,473.7,473.7,473.7,0
1981-03-03,477.8,477.8,477.8,477.8,477.8,0
1981-03-04,478.2,478.2,478.2,478.2,478.2,0
1981-03-05,475,475,475,475,475,0
1981-03-06,473.3,473.3,473.3,473.3,473.3,0
1981-03-09,476.5,476.5,476.5,476.5,476.5,0
1981-03-10,481,481,481,481,481,0
1981-03-11,481.1,481.1,481.1,481.1,481.1,0
1981-03-12,481.7,481.7,481.7,481.7,481.7,0
1981-03-13,486.1,486.1,486.1,486.1,486.1,0
1981-03-16,486.2,486.2,486.2,486.2,486.2,0
1981-03-17,488.3,488.3,488.3,488.3,488.3,0
1981-03-18,489.3,489.3,489.3,489.3,489.3,0
1981-03-19,488.6,488.6,488.6,488.6,488.6,0
1981-03-20,487.9,487.9,487.9,487.9,487.9,0
1981-03-23,485.9,485.9,485.9,485.9,485.9,0
1981-03-24,485.4,485.4,485.4,485.4,485.4,0
1981-03-25,483.4,483.4,483.4,483.4,483.4,0
1981-03-26,485.1,485.1,485.1,485.1,485.1,0
1981-03-27,481.7,481.7,481.7,481.7,481.7,0
1981-03-30,484.9,484.9,484.9,484.9,484.9,0
1981-03-31,483.8,483.8,483.8,483.8,483.8,0
1981-04-01,491.7,491.7,491.7,491.7,491.7,0
1981-04-02,498.3,498.3,498.3,498.3,498.3,0
1981-04-03,500.6,500.6,500.6,500.6,500.6,0
1981-04-06,500.6,500.6,500.6,500.6,500.6,0
1981-04-07,496.3,496.3,496.3,496.3,496.3,0
1981-04-08,505.1,505.1,505.1,505.1,505.1,0
1981-04-09,508.2,508.2,508.2,508.2,508.2,0
1981-04-10,511.8,511.8,511.8,511.8,511.8,0
1981-04-13,511.4,511.4,511.4,511.4,511.4,0
1981-04-14,508.4,508.4,508.4,508.4,508.4,0
1981-04-15,507.7,507.7,507.7,507.7,507.7,0
1981-04-16,507.5,507.5,507.5,507.5,507.5,0
1981-04-21,511,511,511,511,511,0
1981-04-22,511.2,511.2,511.2,511.2,511.2,0
1981-04-23,513.3,513.3,513.3,513.3,513.3,0
1981-04-24,515.5,515.5,515.5,515.5,515.5,0
1981-04-27,517.3,517.3,517.3,517.3,517.3,0
1981-04-28,515.2,515.2,515.2,515.2,515.2,0
1981-04-29,512.5,512.5,512.5,512.5,512.5,0
1981-04-30,510.4,510.4,510.4,510.4,510.4,0
1981-05-04,504.6,504.6,504.6,504.6,504.6,0
1981-05-05,496.8,496.8,496.8,496.8,496.8,0
1981-05-06,500.5,500.5,500.5,500.5,500.5,0
1981-05-07,504.2,504.2,504.2,504.2,504.2,0
1981-05-08,509.5,509.5,509.5,509.5,509.5,0
1981-05-11,505.9,505.9,505.9,505.9,505.9,0
1981-05-12,505.2,505.2,505.2,505.2,505.2,0
1981-05-13,508.9,508.9,508.9,508.9,508.9,0
1981-05-14,507.3,507.3,507.3,507.3,507.3,0
1981-05-15,509.5,509.5,509.5,509.5,509.5,0
1981-05-18,507.7,507.7,507.7,507.7,507.7,0
1981-05-19,503.8,503.8,503.8,503.8,503.8,0
1981-05-20,502.7,502.7,502.7,502.7,502.7,0
1981-05-21,499.1,499.1,499.1,499.1,499.1,0
1981-05-22,497.6,497.6,497.6,497.6,497.6,0
1981-05-25,497.8,497.8,497.8,497.8,497.8,0
1981-05-26,499.6,499.6,499.6,499.6,499.6,0
1981-05-27,496,496,496,496,496,0
1981-05-29,497.9,497.9,497.9,497.9,497.9,0
1981-06-01,502.1,502.1,502.1,502.1,502.1,0
1981-06-02,503.2,503.2,503.2,503.2,503.2,0
1981-06-03,506.8,506.8,506.8,506.8,506.8,0
1981-06-04,509.3,509.3,509.3,509.3,509.3,0
1981-06-05,514.4,514.4,514.4,514.4,514.4,0
1981-06-09,512,512,512,512,512,0
1981-06-10,516.4,516.4,516.4,516.4,516.4,0
1981-06-11,523.6,523.6,523.6,523.6,523.6,0
1981-06-12,527.2,527.2,527.2,527.2,527.2,0
1981-06-15,526.9,526.9,526.9,526.9,526.9,0
1981-06-16,525.8,525.8,525.8,525.8,525.8,0
1981-06-19,527.6,527.6,527.6,527.6,527.6,0
1981-06-22,529.5,529.5,529.5,529.5,529.5,0
1981-06-23,533,533,533,533,533,0
1981-06-24,529.3,529.3,529.3,529.3,529.3,0
1981-06-25,527.8,527.8,527.8,527.8,527.8,0
1981-06-26,527.5,527.5,527.5,527.5,527.5,0
1981-06-29,528.4,528.4,528.4,528.4,528.4,0
1981-06-30,533.6,533.6,533.6,533.6,533.6,0
1981-07-01,538.2,538.2,538.2,538.2,538.2,0
1981-07-02,539.7,539.7,539.7,539.7,539.7,0
1981-07-03,543.6,543.6,543.6,543.6,543.6,0
1981-07-06,542.8,542.8,542.8,542.8,542.8,0
1981-07-07,533.6,533.6,533.6,533.6,533.6,0
1981-07-08,533.2,533.2,533.2,533.2,533.2,0
1981-07-09,534.6,534.6,534.6,534.6,534.6,0
1981-07-10,539.5,539.5,539.5,539.5,539.5,0
1981-07-13,540.3,540.3,540.3,540.3,540.3,0
1981-07-14,538.3,538.3,538.3,538.3,538.3,0
1981-07-15,537,537,537,537,537,0
1981-07-16,535.3,535.3,535.3,535.3,535.3,0
1981-07-17,532.2,532.2,532.2,532.2,532.2,0
1981-07-20,531.9,531.9,531.9,531.9,531.9,0
1981-07-21,533.5,533.5,533.5,533.5,533.5,0
1981-07-22,539.3,539.3,539.3,539.3,539.3,0
1981-07-23,542.1,542.1,542.1,542.1,542.1,0
1981-07-24,543.3,543.3,543.3,543.3,543.3,0
1981-07-27,548.2,548.2,548.2,548.2,548.2,0
1981-07-28,542.8,542.8,542.8,542.8,542.8,0
1981-07-29,540.3,540.3,540.3,540.3,540.3,0
1981-07-30,541,541,541,541,541,0
1981-07-31,542.7,542.7,542.7,542.7,542.7,0
1981-08-03,545.5,545.5,545.5,545.5,545.5,0
1981-08-04,541.6,541.6,541.6,541.6,541.6,0
1981-08-05,538.3,538.3,538.3,538.3,538.3,0
1981-08-06,542,542,542,542,542,0
1981-08-07,544.2,544.2,544.2,544.2,544.2,0
1981-08-10,537.7,537.7,537.7,537.7,537.7,0
1981-08-11,540.7,540.7,540.7,540.7,540.7,0
1981-08-12,545.2,545.2,545.2,545.2,545.2,0
1981-08-13,545.6,545.6,545.6,545.6,545.6,0
1981-08-14,544,544,544,544,544,0
1981-08-17,544,544,544,544,544,0
1981-08-18,545.7,545.7,545.7,545.7,545.7,0
1981-08-19,547.9,547.9,547.9,547.9,547.9,0
1981-08-20,547.7,547.7,547.7,547.7,547.7,0
1981-08-21,544.1,544.1,544.1,544.1,544.1,0
1981-08-24,538.7,538.7,538.7,538.7,538.7,0
1981-08-25,533.5,533.5,533.5,533.5,533.5,0
1981-08-26,528.3,528.3,528.3,528.3,528.3,0
1981-08-27,527.9,527.9,527.9,527.9,527.9,0
1981-08-28,528.7,528.7,528.7,528.7,528.7,0
1981-08-31,533.3,533.3,533.3,533.3,533.3,0
1981-09-01,525.6,525.6,525.6,525.6,525.6,0
1981-09-02,521.9,521.9,521.9,521.9,521.9,0
1981-09-03,526.8,526.8,526.8,526.8,526.8,0
1981-09-04,526.4,526.4,526.4,526.4,526.4,0
1981-09-07,521,521,521,521,521,0
1981-09-08,522.3,522.3,522.3,522.3,522.3,0
1981-09-09,516.7,516.7,516.7,516.7,516.7,0
1981-09-10,523.3,523.3,523.3,523.3,523.3,0
1981-09-11,523.4,523.4,523.4,523.4,523.4,0
1981-09-14,526.8,526.8,526.8,526.8,526.8,0
1981-09-15,531.7,531.7,531.7,531.7,531.7,0
1981-09-16,528.1,528.1,528.1,528.1,528.1,0
1981-09-17,528,528,528,528,528,0
1981-09-18,524.4,524.4,524.4,524.4,524.4,0
1981-09-21,516.4,516.4,516.4,516.4,516.4,0
1981-09-22,519.1,519.1,519.1,519.1,519.1,0
1981-09-23,514.3,514.3,514.3,514.3,514.3,0
1981-09-24,505.5,505.5,505.5,505.5,505.5,0
1981-09-25,503.3,503.3,503.3,503.3,503.3,0
1981-09-28,488.1,488.1,488.1,488.1,488.1,0
1981-09-29,503.7,503.7,503.7,503.7,503.7,0
1981-09-30,495.3,495.3,495.3,495.3,495.3,0
1981-10-01,497.2,497.2,497.2,497.2,497.2,0
1981-10-02,505.7,505.7,505.7,505.7,505.7,0
1981-10-05,512.3,512.3,512.3,512.3,512.3,0
1981-10-06,506,506,506,506,506,0
1981-10-07,506.7,506.7,506.7,506.7,506.7,0
1981-10-08,516.4,516.4,516.4,516.4,516.4,0
1981-10-09,517,517,517,517,517,0
1981-10-12,510.2,510.2,510.2,510.2,510.2,0
1981-10-13,510.6,510.6,510.6,510.6,510.6,0
1981-10-14,507.3,507.3,507.3,507.3,507.3,0
1981-10-15,504.1,504.1,504.1,504.1,504.1,0
1981-10-16,501.4,501.4,501.4,501.4,501.4,0
1981-10-19,498,498,498,498,498,0
1981-10-20,499.8,499.8,499.8,499.8,499.8,0
1981-10-21,496.2,496.2,496.2,496.2,496.2,0
1981-10-22,498.9,498.9,498.9,498.9,498.9,0
1981-10-23,495.1,495.1,495.1,495.1,495.1,0
1981-10-26,489.9,489.9,489.9,489.9,489.9,0
1981-10-27,492.3,492.3,492.3,492.3,492.3,0
1981-10-28,498.4,498.4,498.4,498.4,498.4,0
1981-10-29,494.2,494.2,494.2,494.2,494.2,0
1981-10-30,496.3,496.3,496.3,496.3,496.3,0
1981-11-02,508.9,508.9,508.9,508.9,508.9,0
1981-11-03,504.4,504.4,504.4,504.4,504.4,0
1981-11-04,505.1,505.1,505.1,505.1,505.1,0
1981-11-05,509.6,509.6,509.6,509.6,509.6,0
1981-11-06,504.4,504.4,504.4,504.4,504.4,0
1981-11-09,502,502,502,502,502,0
1981-11-10,500.2,500.2,500.2,500.2,500.2,0
1981-11-11,498,498,498,498,498,0
1981-11-12,501.2,501.2,501.2,501.2,501.2,0
1981-11-13,501.6,501.6,501.6,501.6,501.6,0
1981-11-16,498.4,498.4,498.4,498.4,498.4,0
1981-11-17,494.8,494.8,494.8,494.8,494.8,0
1981-11-19,493.7,493.7,493.7,493.7,493.7,0
1981-11-20,496.7,496.7,496.7,496.7,496.7,0
1981-11-23,493.6,493.6,493.6,493.6,493.6,0
1981-11-24,490,490,490,490,490,0
1981-11-25,498.1,498.1,498.1,498.1,498.1,0
1981-11-26,504.9,504.9,504.9,504.9,504.9,0
1981-11-27,507.8,507.8,507.8,507.8,507.8,0
1981-11-30,509.1,509.1,509.1,509.1,509.1,0
1981-12-01,506,506,506,506,506,0
1981-12-02,505.1,505.1,505.1,505.1,505.1,0
1981-12-03,507.8,507.8,507.8,507.8,507.8,0
1981-12-04,511,511,511,511,511,0
1981-12-07,513.3,513.3,513.3,513.3,513.3,0
1981-12-08,509.4,509.4,509.4,509.4,509.4,0
1981-12-09,509.1,509.1,509.1,509.1,509.1,0
1981-12-10,505.4,505.4,505.4,505.4,505.4,0
1981-12-11,503.9,503.9,503.9,503.9,503.9,0
1981-12-14,497,497,497,497,497,0
1981-12-15,501.8,501.8,501.8,501.8,501.8,0
1981-12-16,498.9,498.9,498.9,498.9,498.9,0
1981-12-17,491.8,491.8,491.8,491.8,491.8,0
1981-12-18,488.7,488.7,488.7,488.7,488.7,0
1981-12-21,489,489,489,489,489,0
1981-12-22,493.9,493.9,493.9,493.9,493.9,0
1981-12-23,496.3,496.3,496.3,496.3,496.3,0
