Date,Open,High,Low,Close,Adjusted_close,Volume
1985-09-05,1084,1084,1084,1084,1084,0
1985-09-06,1096.8,1096.8,1096.8,1096.8,1096.8,0
1985-09-09,1101.3,1101.3,1101.3,1101.3,1101.3,0
1985-09-10,1113.3,1113.3,1113.3,1113.3,1113.3,0
1985-09-11,1114.1,1114.1,1114.1,1114.1,1114.1,0
1985-09-12,1112.9,1112.9,1112.9,1112.9,1112.9,0
1985-09-13,1105,1105,1105,1105,1105,0
1985-09-16,1113.7,1113.7,1113.7,1113.7,1113.7,0
1985-09-17,1128.5,1128.5,1128.5,1128.5,1128.5,0
1985-09-18,1127.2,1127.2,1127.2,1127.2,1127.2,0
1985-09-19,1120,1120,1120,1120,1120,0
1985-09-20,1133.9,1133.9,1133.9,1133.9,1133.9,0
1985-09-23,1118.7,1118.7,1118.7,1118.7,1118.7,0
1985-09-24,1119,1119,1119,1119,1119,0
1985-09-25,1140.7,1140.7,1140.7,1140.7,1140.7,0
1985-09-26,1120.6,1120.6,1120.6,1120.6,1120.6,0
1985-09-27,1126.9,1126.9,1126.9,1126.9,1126.9,0
1985-09-30,1142.6,1142.6,1142.6,1142.6,1142.6,0
1985-10-01,1156.7,1156.7,1156.7,1156.7,1156.7,0
1985-10-02,1160.6,1160.6,1160.6,1160.6,1160.6,0
1985-10-03,1168.5,1168.5,1168.5,1168.5,1168.5,0
1985-10-04,1166.1,1166.1,1166.1,1166.1,1166.1,0
1985-10-07,1171.5,1171.5,1171.5,1171.5,1171.5,0
1985-10-08,1175.5,1175.5,1175.5,1175.5,1175.5,0
1985-10-09,1164.9,1164.9,1164.9,1164.9,1164.9,0
1985-10-10,1146.9,1146.9,1146.9,1146.9,1146.9,0
1985-10-11,1169.4,1169.4,1169.4,1169.4,1169.4,0
1985-10-14,1181.1,1181.1,1181.1,1181.1,1181.1,0
1985-10-15,1213.3,1213.3,1213.3,1213.3,1213.3,0
1985-10-16,1207.3,1207.3,1207.3,1207.3,1207.3,0
1985-10-17,1219.9,1219.9,1219.9,1219.9,1219.9,0
1985-10-18,1234.3,1234.3,1234.3,1234.3,1234.3,0
1985-10-21,1233.8,1233.8,1233.8,1233.8,1233.8,0
1985-10-22,1232.6,1232.6,1232.6,1232.6,1232.6,0
1985-10-23,1256.9,1256.9,1256.9,1256.9,1256.9,0
1985-10-24,1259.7,1259.7,1259.7,1259.7,1259.7,0
1985-10-25,1261.2,1261.2,1261.2,1261.2,1261.2,0
1985-10-28,1260.7,1260.7,1260.7,1260.7,1260.7,0
1985-10-29,1256.2,1256.2,1256.2,1256.2,1256.2,0
1985-10-30,1295.4,1295.4,1295.4,1295.4,1295.4,0
1985-10-31,1295.8,1295.8,1295.8,1295.8,1295.8,0
1985-11-01,1301.3,1301.3,1301.3,1301.3,1301.3,0
1985-11-04,1289.9,1289.9,1289.9,1289.9,1289.9,0
1985-11-05,1269.8,1269.8,1269.8,1269.8,1269.8,0
1985-11-06,1289.3,1289.3,1289.3,1289.3,1289.3,0
1985-11-07,1293.7,1293.7,1293.7,1293.7,1293.7,0
1985-11-08,1280.4,1280.4,1280.4,1280.4,1280.4,0
1985-11-11,1273.5,1273.5,1273.5,1273.5,1273.5,0
1985-11-12,1279.5,1279.5,1279.5,1279.5,1279.5,0
1985-11-13,1274,1274,1274,1274,1274,0
1985-11-14,1235.3,1235.3,1235.3,1235.3,1235.3,0
1985-11-15,1243.7,1243.7,1243.7,1243.7,1243.7,0
1985-11-18,1255.8,1255.8,1255.8,1255.8,1255.8,0
1985-11-19,1281,1281,1281,1281,1281,0
1985-11-21,1291.6,1291.6,1291.6,1291.6,1291.6,0
1985-11-22,1296.6,1296.6,1296.6,1296.6,1296.6,0
1985-11-25,1304.5,1304.5,1304.5,1304.5,1304.5,0
1985-11-26,1284.1,1284.1,1284.1,1284.1,1284.1,0
1985-11-27,1271.7,1271.7,1271.7,1271.7,1271.7,0
1985-11-28,1267.1,1267.1,1267.1,1267.1,1267.1,0
1985-11-29,1251.8,1251.8,1251.8,1251.8,1251.8,0
1985-12-02,1235.1,1235.1,1235.1,1235.1,1235.1,0
1985-12-03,1245.3,1245.3,1245.3,1245.3,1245.3,0
1985-12-04,1266.1,1266.1,1266.1,1266.1,1266.1,0
1985-12-05,1259.5,1259.5,1259.5,1259.5,1259.5,0
1985-12-06,1253.4,1253.4,1253.4,1253.4,1253.4,0
1985-12-09,1255.2,1255.2,1255.2,1255.2,1255.2,0
1985-12-10,1262.4,1262.4,1262.4,1262.4,1262.4,0
1985-12-11,1277.6,1277.6,1277.6,1277.6,1277.6,0
1985-12-12,1290.8,1290.8,1290.8,1290.8,1290.8,0
1985-12-13,1301.6,1301.6,1301.6,1301.6,1301.6,0
1985-12-16,1327.7,1327.7,1327.7,1327.7,1327.7,0
1985-12-17,1319,1319,1319,1319,1319,0
1985-12-18,1317.5,1317.5,1317.5,1317.5,1317.5,0
1985-12-19,1309.2,1309.2,1309.2,1309.2,1309.2,0
1985-12-20,1330,1330,1330,1330,1330,0
1985-12-23,1344.1,1344.1,1344.1,1344.1,1344.1,0
1985-12-27,1354.3,1354.3,1354.3,1354.3,1354.3,0
1985-12-30,1366.2,1366.2,1366.2,1366.2,1366.2,0
1986-01-02,1374.5,1374.5,1374.5,1374.5,1374.5,0
1986-01-03,1414.5,1414.5,1414.5,1414.5,1414.5,0
1986-01-06,1425.6,1425.6,1425.6,1425.6,1425.6,0
1986-01-07,1428.5,1428.5,1428.5,1428.5,1428.5,0
1986-01-08,1474.2,1474.2,1474.2,1474.2,1474.2,0
1986-01-09,1461.2,1461.2,1461.2,1461.2,1461.2,0
1986-01-10,1449,1449,1449,1449,1449,0
1986-01-13,1451.6,1451.6,1451.6,1451.6,1451.6,0
1986-01-14,1472.1,1472.1,1472.1,1472.1,1472.1,0
1986-01-15,1507.8,1507.8,1507.8,1507.8,1507.8,0
1986-01-16,1490.8,1490.8,1490.8,1490.8,1490.8,0
1986-01-17,1504.6,1504.6,1504.6,1504.6,1504.6,0
1986-01-20,1491,1491,1491,1491,1491,0
1986-01-21,1462.7,1462.7,1462.7,1462.7,1462.7,0
1986-01-22,1424,1424,1424,1424,1424,0
1986-01-23,1398.4,1398.4,1398.4,1398.4,1398.4,0
1986-01-24,1449.8,1449.8,1449.8,1449.8,1449.8,0
1986-01-27,1460.3,1460.3,1460.3,1460.3,1460.3,0
1986-01-28,1418.5,1418.5,1418.5,1418.5,1418.5,0
1986-01-29,1409.2,1409.2,1409.2,1409.2,1409.2,0
1986-01-30,1380.1,1380.1,1380.1,1380.1,1380.1,0
1986-01-31,1387.1,1387.1,1387.1,1387.1,1387.1,0
1986-02-03,1394.8,1394.8,1394.8,1394.8,1394.8,0
1986-02-04,1416.8,1416.8,1416.8,1416.8,1416.8,0
1986-02-05,1435,1435,1435,1435,1435,0
1986-02-06,1436,1436,1436,1436,1436,0
1986-02-07,1434.1,1434.1,1434.1,1434.1,1434.1,0
1986-02-10,1437,1437,1437,1437,1437,0
1986-02-11,1444.2,1444.2,1444.2,1444.2,1444.2,0
1986-02-12,1435,1435,1435,1435,1435,0
1986-02-13,1402.4,1402.4,1402.4,1402.4,1402.4,0
1986-02-14,1392.7,1392.7,1392.7,1392.7,1392.7,0
1986-02-17,1364,1364,1364,1364,1364,0
1986-02-18,1406.9,1406.9,1406.9,1406.9,1406.9,0
1986-02-19,1394.5,1394.5,1394.5,1394.5,1394.5,0
1986-02-20,1380.4,1380.4,1380.4,1380.4,1380.4,0
1986-02-21,1395.7,1395.7,1395.7,1395.7,1395.7,0
1986-02-24,1393.8,1393.8,1393.8,1393.8,1393.8,0
1986-02-25,1358.2,1358.2,1358.2,1358.2,1358.2,0
1986-02-26,1344.4,1344.4,1344.4,1344.4,1344.4,0
1986-02-27,1323.9,1323.9,1323.9,1323.9,1323.9,0
1986-02-28,1357.3,1357.3,1357.3,1357.3,1357.3,0
1986-03-03,1361,1361,1361,1361,1361,0
1986-03-04,1404.3,1404.3,1404.3,1404.3,1404.3,0
1986-03-05,1421.8,1421.8,1421.8,1421.8,1421.8,0
1986-03-06,1421.7,1421.7,1421.7,1421.7,1421.7,0
1986-03-07,1421.1,1421.1,1421.1,1421.1,1421.1,0
1986-03-10,1435.9,1435.9,1435.9,1435.9,1435.9,0
1986-03-11,1455.8,1455.8,1455.8,1455.8,1455.8,0
1986-03-12,1473.7,1473.7,1473.7,1473.7,1473.7,0
1986-03-13,1465.5,1465.5,1465.5,1465.5,1465.5,0
1986-03-14,1473.2,1473.2,1473.2,1473.2,1473.2,0
1986-03-17,1477,1477,1477,1477,1477,0
1986-03-18,1457.6,1457.6,1457.6,1457.6,1457.6,0
1986-03-19,1481.5,1481.5,1481.5,1481.5,1481.5,0
1986-03-20,1474,1474,1474,1474,1474,0
1986-03-21,1460,1460,1460,1460,1460,0
1986-03-24,1443.8,1443.8,1443.8,1443.8,1443.8,0
1986-03-25,1457,1457,1457,1457,1457,0
1986-03-26,1472.9,1472.9,1472.9,1472.9,1472.9,0
1986-03-27,1481.6,1481.6,1481.6,1481.6,1481.6,0
1986-04-01,1496.9,1496.9,1496.9,1496.9,1496.9,0
1986-04-02,1497.4,1497.4,1497.4,1497.4,1497.4,0
1986-04-03,1514.9,1514.9,1514.9,1514.9,1514.9,0
1986-04-04,1510.4,1510.4,1510.4,1510.4,1510.4,0
1986-04-07,1531.8,1531.8,1531.8,1531.8,1531.8,0
1986-04-08,1541.7,1541.7,1541.7,1541.7,1541.7,0
1986-04-09,1535.8,1535.8,1535.8,1535.8,1535.8,0
1986-04-10,1523.8,1523.8,1523.8,1523.8,1523.8,0
1986-04-11,1544.7,1544.7,1544.7,1544.7,1544.7,0
1986-04-14,1570.5,1570.5,1570.5,1570.5,1570.5,0
1986-04-15,1549.7,1549.7,1549.7,1549.7,1549.7,0
1986-04-16,1572.3,1572.3,1572.3,1572.3,1572.3,0
1986-04-17,1586,1586,1586,1586,1586,0
1986-04-18,1579.1,1579.1,1579.1,1579.1,1579.1,0
1986-04-21,1563.5,1563.5,1563.5,1563.5,1563.5,0
1986-04-22,1558.2,1558.2,1558.2,1558.2,1558.2,0
1986-04-23,1525.9,1525.9,1525.9,1525.9,1525.9,0
1986-04-24,1512.9,1512.9,1512.9,1512.9,1512.9,0
1986-04-25,1509.6,1509.6,1509.6,1509.6,1509.6,0
1986-04-28,1472.2,1472.2,1472.2,1472.2,1472.2,0
1986-04-29,1516.3,1516.3,1516.3,1516.3,1516.3,0
1986-04-30,1507.3,1507.3,1507.3,1507.3,1507.3,0
1986-05-02,1491.7,1491.7,1491.7,1491.7,1491.7,0
1986-05-05,1462.5,1462.5,1462.5,1462.5,1462.5,0
1986-05-06,1483.8,1483.8,1483.8,1483.8,1483.8,0
1986-05-07,1465.7,1465.7,1465.7,1465.7,1465.7,0
1986-05-09,1442.6,1442.6,1442.6,1442.6,1442.6,0
1986-05-12,1398.9,1398.9,1398.9,1398.9,1398.9,0
1986-05-13,1388.2,1388.2,1388.2,1388.2,1388.2,0
1986-05-14,1412.6,1412.6,1412.6,1412.6,1412.6,0
1986-05-15,1383.2,1383.2,1383.2,1383.2,1383.2,0
1986-05-16,1370.1,1370.1,1370.1,1370.1,1370.1,0
1986-05-20,1336.6,1336.6,1336.6,1336.6,1336.6,0
1986-05-21,1360.1,1360.1,1360.1,1360.1,1360.1,0
1986-05-22,1403.9,1403.9,1403.9,1403.9,1403.9,0
1986-05-23,1401.3,1401.3,1401.3,1401.3,1401.3,0
1986-05-26,1394.3,1394.3,1394.3,1394.3,1394.3,0
1986-05-27,1366.2,1366.2,1366.2,1366.2,1366.2,0
1986-05-28,1363.5,1363.5,1363.5,1363.5,1363.5,0
1986-05-30,1380.5,1380.5,1380.5,1380.5,1380.5,0
1986-06-02,1369.5,1369.5,1369.5,1369.5,1369.5,0
1986-06-03,1329.3,1329.3,1329.3,1329.3,1329.3,0
1986-06-04,1345.7,1345.7,1345.7,1345.7,1345.7,0
1986-06-05,1355.6,1355.6,1355.6,1355.6,1355.6,0
1986-06-06,1366.5,1366.5,1366.5,1366.5,1366.5,0
1986-06-09,1394.4,1394.4,1394.4,1394.4,1394.4,0
1986-06-10,1384.1,1384.1,1384.1,1384.1,1384.1,0
1986-06-11,1386.4,1386.4,1386.4,1386.4,1386.4,0
1986-06-12,1408.9,1408.9,1408.9,1408.9,1408.9,0
1986-06-13,1420.8,1420.8,1420.8,1420.8,1420.8,0
1986-06-16,1449.3,1449.3,1449.3,1449.3,1449.3,0
1986-06-18,1422.2,1422.2,1422.2,1422.2,1422.2,0
1986-06-19,1400.7,1400.7,1400.7,1400.7,1400.7,0
1986-06-20,1386,1386,1386,1386,1386,0
1986-06-23,1397,1397,1397,1397,1397,0
1986-06-24,1368.3,1368.3,1368.3,1368.3,1368.3,0
1986-06-25,1362,1362,1362,1362,1362,0
1986-06-26,1361.4,1361.4,1361.4,1361.4,1361.4,0
1986-06-27,1381.3,1381.3,1381.3,1381.3,1381.3,0
1986-06-30,1357.5,1357.5,1357.5,1357.5,1357.5,0
1986-07-01,1342.8,1342.8,1342.8,1342.8,1342.8,0
1986-07-02,1354.9,1354.9,1354.9,1354.9,1354.9,0
1986-07-03,1342.8,1342.8,1342.8,1342.8,1342.8,0
1986-07-04,1354.9,1354.9,1354.9,1354.9,1354.9,0
1986-07-07,1284.5,1284.5,1284.5,1284.5,1284.5,0
1986-07-08,1289,1289,1289,1289,1289,0
1986-07-09,1297.1,1297.1,1297.1,1297.1,1297.1,0
1986-07-10,1327,1327,1327,1327,1327,0
1986-07-11,1339,1339,1339,1339,1339,0
1986-07-14,1342.2,1342.2,1342.2,1342.2,1342.2,0
1986-07-15,1309.6,1309.6,1309.6,1309.6,1309.6,0
1986-07-16,1271.4,1271.4,1271.4,1271.4,1271.4,0
1986-07-17,1290.3,1290.3,1290.3,1290.3,1290.3,0
1986-07-18,1290.5,1290.5,1290.5,1290.5,1290.5,0
1986-07-21,1257.5,1257.5,1257.5,1257.5,1257.5,0
1986-07-22,1248.6,1248.6,1248.6,1248.6,1248.6,0
1986-07-23,1269.1,1269.1,1269.1,1269.1,1269.1,0
1986-07-24,1292.2,1292.2,1292.2,1292.2,1292.2,0
1986-07-25,1306.1,1306.1,1306.1,1306.1,1306.1,0
1986-07-28,1289.9,1289.9,1289.9,1289.9,1289.9,0
1986-07-29,1285.9,1285.9,1285.9,1285.9,1285.9,0
1986-07-30,1292.4,1292.4,1292.4,1292.4,1292.4,0
1986-07-31,1288.6,1288.6,1288.6,1288.6,1288.6,0
1986-08-01,1282.6,1282.6,1282.6,1282.6,1282.6,0
1986-08-04,1294.3,1294.3,1294.3,1294.3,1294.3,0
1986-08-05,1320.7,1320.7,1320.7,1320.7,1320.7,0
1986-08-06,1324,1324,1324,1324,1324,0
1986-08-07,1337.3,1337.3,1337.3,1337.3,1337.3,0
1986-08-08,1392,1392,1392,1392,1392,0
1986-08-11,1415.6,1415.6,1415.6,1415.6,1415.6,0
1986-08-12,1415.9,1415.9,1415.9,1415.9,1415.9,0
1986-08-13,1437.9,1437.9,1437.9,1437.9,1437.9,0
1986-08-14,1439.2,1439.2,1439.2,1439.2,1439.2,0
1986-08-15,1425.9,1425.9,1425.9,1425.9,1425.9,0
1986-08-18,1442.7,1442.7,1442.7,1442.7,1442.7,0
1986-08-19,1472.7,1472.7,1472.7,1472.7,1472.7,0
1986-08-20,1447.4,1447.4,1447.4,1447.4,1447.4,0
1986-08-21,1466.1,1466.1,1466.1,1466.1,1466.1,0
1986-08-22,1469.1,1469.1,1469.1,1469.1,1469.1,0
1986-08-25,1483.3,1483.3,1483.3,1483.3,1483.3,0
1986-08-26,1464.6,1464.6,1464.6,1464.6,1464.6,0
1986-08-27,1484.5,1484.5,1484.5,1484.5,1484.5,0
1986-08-28,1479.7,1479.7,1479.7,1479.7,1479.7,0
1986-08-29,1497.5,1497.5,1497.5,1497.5,1497.5,0
1986-09-01,1502.7,1502.7,1502.7,1502.7,1502.7,0
1986-09-02,1506,1506,1506,1506,1506,0
1986-09-03,1488.6,1488.6,1488.6,1488.6,1488.6,0
1986-09-04,1486.1,1486.1,1486.1,1486.1,1486.1,0
1986-09-05,1497.6,1497.6,1497.6,1497.6,1497.6,0
1986-09-08,1478,1478,1478,1478,1478,0
1986-09-09,1467.4,1467.4,1467.4,1467.4,1467.4,0
1986-09-10,1479.8,1479.8,1479.8,1479.8,1479.8,0
1986-09-11,1478,1478,1478,1478,1478,0
1986-09-12,1456.2,1456.2,1456.2,1456.2,1456.2,0
1986-09-15,1456.9,1456.9,1456.9,1456.9,1456.9,0
1986-09-16,1449.6,1449.6,1449.6,1449.6,1449.6,0
1986-09-17,1420.6,1420.6,1420.6,1420.6,1420.6,0
1986-09-18,1398,1398,1398,1398,1398,0
1986-09-19,1410.6,1410.6,1410.6,1410.6,1410.6,0
1986-09-22,1417.2,1417.2,1417.2,1417.2,1417.2,0
1986-09-23,1447,1447,1447,1447,1447,0
1986-09-24,1436.1,1436.1,1436.1,1436.1,1436.1,0
1986-09-25,1438.7,1438.7,1438.7,1438.7,1438.7,0
1986-09-26,1416.5,1416.5,1416.5,1416.5,1416.5,0
1986-09-29,1410.6,1410.6,1410.6,1410.6,1410.6,0
1986-09-30,1408,1408,1408,1408,1408,0
1986-10-01,1443,1443,1443,1443,1443,0
1986-10-02,1449,1449,1449,1449,1449,0
1986-10-03,1444.7,1444.7,1444.7,1444.7,1444.7,0
1986-10-06,1440.8,1440.8,1440.8,1440.8,1440.8,0
1986-10-07,1454.6,1454.6,1454.6,1454.6,1454.6,0
1986-10-08,1443.4,1443.4,1443.4,1443.4,1443.4,0
1986-10-09,1440.4,1440.4,1440.4,1440.4,1440.4,0
1986-10-10,1429.5,1429.5,1429.5,1429.5,1429.5,0
1986-10-13,1421.7,1421.7,1421.7,1421.7,1421.7,0
1986-10-14,1433.2,1433.2,1433.2,1433.2,1433.2,0
1986-10-15,1418.4,1418.4,1418.4,1418.4,1418.4,0
1986-10-16,1420.9,1420.9,1420.9,1420.9,1420.9,0
1986-10-17,1399.8,1399.8,1399.8,1399.8,1399.8,0
1986-10-20,1395.1,1395.1,1395.1,1395.1,1395.1,0
1986-10-21,1406.8,1406.8,1406.8,1406.8,1406.8,0
1986-10-22,1401.7,1401.7,1401.7,1401.7,1401.7,0
1986-10-23,1410.6,1410.6,1410.6,1410.6,1410.6,0
1986-10-24,1429.1,1429.1,1429.1,1429.1,1429.1,0
1986-10-27,1420.6,1420.6,1420.6,1420.6,1420.6,0
1986-10-28,1400.7,1400.7,1400.7,1400.7,1400.7,0
1986-10-29,1384.1,1384.1,1384.1,1384.1,1384.1,0
1986-10-30,1410.2,1410.2,1410.2,1410.2,1410.2,0
1986-10-31,1426.3,1426.3,1426.3,1426.3,1426.3,0
1986-11-03,1432.7,1432.7,1432.7,1432.7,1432.7,0
1986-11-04,1437.4,1437.4,1437.4,1437.4,1437.4,0
1986-11-05,1424.2,1424.2,1424.2,1424.2,1424.2,0
1986-11-06,1429.4,1429.4,1429.4,1429.4,1429.4,0
1986-11-07,1429.9,1429.9,1429.9,1429.9,1429.9,0
1986-11-10,1425.7,1425.7,1425.7,1425.7,1425.7,0
1986-11-11,1412.4,1412.4,1412.4,1412.4,1412.4,0
1986-11-12,1403,1403,1403,1403,1403,0
1986-11-13,1411.3,1411.3,1411.3,1411.3,1411.3,0
1986-11-14,1408.8,1408.8,1408.8,1408.8,1408.8,0
1986-11-17,1396.3,1396.3,1396.3,1396.3,1396.3,0
1986-11-18,1402.9,1402.9,1402.9,1402.9,1402.9,0
1986-11-20,1412,1412,1412,1412,1412,0
1986-11-21,1435,1435,1435,1435,1435,0
1986-11-24,1451.7,1451.7,1451.7,1451.7,1451.7,0
1986-11-25,1456.9,1456.9,1456.9,1456.9,1456.9,0
1986-11-26,1456.9,1456.9,1456.9,1456.9,1456.9,0
1986-11-27,1461.7,1461.7,1461.7,1461.7,1461.7,0
1986-11-28,1466.3,1466.3,1466.3,1466.3,1466.3,0
1986-12-01,1453.1,1453.1,1453.1,1453.1,1453.1,0
1986-12-02,1452.7,1452.7,1452.7,1452.7,1452.7,0
1986-12-03,1470.4,1470.4,1470.4,1470.4,1470.4,0
1986-12-04,1460.2,1460.2,1460.2,1460.2,1460.2,0
1986-12-05,1463.9,1463.9,1463.9,1463.9,1463.9,0
1986-12-08,1455.9,1455.9,1455.9,1455.9,1455.9,0
1986-12-09,1455.3,1455.3,1455.3,1455.3,1455.3,0
1986-12-10,1452.8,1452.8,1452.8,1452.8,1452.8,0
1986-12-11,1448.1,1448.1,1448.1,1448.1,1448.1,0
1986-12-12,1444.2,1444.2,1444.2,1444.2,1444.2,0
1986-12-15,1436.3,1436.3,1436.3,1436.3,1436.3,0
1986-12-16,1447,1447,1447,1447,1447,0
1986-12-17,1437,1437,1437,1437,1437,0
1986-12-18,1429.9,1429.9,1429.9,1429.9,1429.9,0
1986-12-19,1428.2,1428.2,1428.2,1428.2,1428.2,0
1986-12-22,1421.6,1421.6,1421.6,1421.6,1421.6,0
1986-12-23,1435.6,1435.6,1435.6,1435.6,1435.6,0
1986-12-29,1434.3,1434.3,1434.3,1434.3,1434.3,0
1986-12-30,1432.3,1432.3,1432.3,1432.3,1432.3,0
1987-01-02,1413.2,1413.2,1413.2,1413.2,1413.2,0
1987-01-05,1421.9,1421.9,1421.9,1421.9,1421.9,0
1987-01-06,1434.3,1434.3,1434.3,1434.3,1434.3,0
1987-01-07,1418,1418,1418,1418,1418,0
1987-01-08,1382.3,1382.3,1382.3,1382.3,1382.3,0
1987-01-09,1348.7,1348.7,1348.7,1348.7,1348.7,0
1987-01-12,1336.4,1336.4,1336.4,1336.4,1336.4,0
1987-01-13,1326.7,1326.7,1326.7,1326.7,1326.7,0
1987-01-14,1331.2,1331.2,1331.2,1331.2,1331.2,0
1987-01-15,1353.4,1353.4,1353.4,1353.4,1353.4,0
1987-01-16,1356.8,1356.8,1356.8,1356.8,1356.8,0
1987-01-19,1328.3,1328.3,1328.3,1328.3,1328.3,0
1987-01-20,1330.5,1330.5,1330.5,1330.5,1330.5,0
1987-01-21,1332.3,1332.3,1332.3,1332.3,1332.3,0
1987-01-22,1336.8,1336.8,1336.8,1336.8,1336.8,0
1987-01-23,1347.8,1347.8,1347.8,1347.8,1347.8,0
1987-01-26,1309,1309,1309,1309,1309,0
1987-01-27,1294.8,1294.8,1294.8,1294.8,1294.8,0
1987-01-28,1249.9,1249.9,1249.9,1249.9,1249.9,0
1987-01-29,1272.9,1272.9,1272.9,1272.9,1272.9,0
1987-01-30,1294.5,1294.5,1294.5,1294.5,1294.5,0
1987-02-02,1276.4,1276.4,1276.4,1276.4,1276.4,0
1987-02-03,1241.2,1241.2,1241.2,1241.2,1241.2,0
1987-02-04,1216.3,1216.3,1216.3,1216.3,1216.3,0
1987-02-05,1229.6,1229.6,1229.6,1229.6,1229.6,0
1987-02-06,1250.7,1250.7,1250.7,1250.7,1250.7,0
1987-02-09,1269.9,1269.9,1269.9,1269.9,1269.9,0
1987-02-10,1264,1264,1264,1264,1264,0
1987-02-11,1253.6,1253.6,1253.6,1253.6,1253.6,0
1987-02-12,1265.6,1265.6,1265.6,1265.6,1265.6,0
1987-02-13,1277.5,1277.5,1277.5,1277.5,1277.5,0
1987-02-16,1260.3,1260.3,1260.3,1260.3,1260.3,0
1987-02-17,1232.9,1232.9,1232.9,1232.9,1232.9,0
1987-02-18,1249,1249,1249,1249,1249,0
1987-02-19,1276.8,1276.8,1276.8,1276.8,1276.8,0
1987-02-20,1265.4,1265.4,1265.4,1265.4,1265.4,0
1987-02-23,1242.9,1242.9,1242.9,1242.9,1242.9,0
1987-02-24,1239.9,1239.9,1239.9,1239.9,1239.9,0
1987-02-25,1251,1251,1251,1251,1251,0
1987-02-26,1243.9,1243.9,1243.9,1243.9,1243.9,0
1987-02-27,1244.4,1244.4,1244.4,1244.4,1244.4,0
1987-03-02,1236.5,1236.5,1236.5,1236.5,1236.5,0
1987-03-03,1244,1244,1244,1244,1244,0
1987-03-04,1256.7,1256.7,1256.7,1256.7,1256.7,0
1987-03-05,1273.6,1273.6,1273.6,1273.6,1273.6,0
1987-03-06,1262.8,1262.8,1262.8,1262.8,1262.8,0
1987-03-09,1275.2,1275.2,1275.2,1275.2,1275.2,0
1987-03-10,1264,1264,1264,1264,1264,0
1987-03-11,1253.4,1253.4,1253.4,1253.4,1253.4,0
1987-03-12,1250.2,1250.2,1250.2,1250.2,1250.2,0
1987-03-13,1243.1,1243.1,1243.1,1243.1,1243.1,0
1987-03-16,1238.4,1238.4,1238.4,1238.4,1238.4,0
1987-03-17,1220.8,1220.8,1220.8,1220.8,1220.8,0
1987-03-18,1214.4,1214.4,1214.4,1214.4,1214.4,0
1987-03-19,1179.8,1179.8,1179.8,1179.8,1179.8,0
1987-03-20,1196.1,1196.1,1196.1,1196.1,1196.1,0
1987-03-23,1217.3,1217.3,1217.3,1217.3,1217.3,0
1987-03-24,1235.6,1235.6,1235.6,1235.6,1235.6,0
1987-03-25,1240.5,1240.5,1240.5,1240.5,1240.5,0
1987-03-26,1270.5,1270.5,1270.5,1270.5,1270.5,0
1987-03-27,1306.8,1306.8,1306.8,1306.8,1306.8,0
1987-03-30,1296.8,1296.8,1296.8,1296.8,1296.8,0
1987-03-31,1301.7,1301.7,1301.7,1301.7,1301.7,0
1987-04-01,1332.5,1332.5,1332.5,1332.5,1332.5,0
1987-04-02,1334.3,1334.3,1334.3,1334.3,1334.3,0
1987-04-03,1335.3,1335.3,1335.3,1335.3,1335.3,0
1987-04-06,1358.2,1358.2,1358.2,1358.2,1358.2,0
1987-04-07,1331.3,1331.3,1331.3,1331.3,1331.3,0
1987-04-08,1337.4,1337.4,1337.4,1337.4,1337.4,0
1987-04-09,1327.4,1327.4,1327.4,1327.4,1327.4,0
1987-04-10,1298,1298,1298,1298,1298,0
1987-04-13,1282.2,1282.2,1282.2,1282.2,1282.2,0
1987-04-14,1300,1300,1300,1300,1300,0
1987-04-15,1312.1,1312.1,1312.1,1312.1,1312.1,0
1987-04-16,1323.3,1323.3,1323.3,1323.3,1323.3,0
1987-04-21,1312.6,1312.6,1312.6,1312.6,1312.6,0
1987-04-22,1343.7,1343.7,1343.7,1343.7,1343.7,0
1987-04-23,1336.1,1336.1,1336.1,1336.1,1336.1,0
1987-04-24,1315.2,1315.2,1315.2,1315.2,1315.2,0
1987-04-27,1282.1,1282.1,1282.1,1282.1,1282.1,0
1987-04-28,1310.5,1310.5,1310.5,1310.5,1310.5,0
1987-04-29,1314.4,1314.4,1314.4,1314.4,1314.4,0
1987-04-30,1308.1,1308.1,1308.1,1308.1,1308.1,0
1987-05-04,1309.6,1309.6,1309.6,1309.6,1309.6,0
1987-05-05,1311.4,1311.4,1311.4,1311.4,1311.4,0
1987-05-06,1326.7,1326.7,1326.7,1326.7,1326.7,0
1987-05-07,1328.9,1328.9,1328.9,1328.9,1328.9,0
1987-05-08,1325,1325,1325,1325,1325,0
1987-05-11,1323.4,1323.4,1323.4,1323.4,1323.4,0
1987-05-12,1314.1,1314.1,1314.1,1314.1,1314.1,0
1987-05-13,1324.9,1324.9,1324.9,1324.9,1324.9,0
1987-05-14,1312.5,1312.5,1312.5,1312.5,1312.5,0
1987-05-15,1310.8,1310.8,1310.8,1310.8,1310.8,0
1987-05-18,1294.8,1294.8,1294.8,1294.8,1294.8,0
1987-05-19,1299.2,1299.2,1299.2,1299.2,1299.2,0
1987-05-20,1271,1271,1271,1271,1271,0
1987-05-21,1283.2,1283.2,1283.2,1283.2,1283.2,0
1987-05-22,1283.3,1283.3,1283.3,1283.3,1283.3,0
1987-05-25,1280.7,1280.7,1280.7,1280.7,1280.7,0
1987-05-26,1293,1293,1293,1293,1293,0
